,pseudogene,heat-stress,SoxL2N,fatty-acid-related,Riboflavin,niacin-transport,cold-stress,carbon-fixation,Fe-S-lipoylation,HMG-CoA,Purine,XylR-SoxM,YtrA,LysM,Phenylacetate,single_gene_1,single_gene_2,translation-1,UV-tfb3,Arginine,Pyroglutamate,translation-2,unchar-1,sulfur-assimilation,FadR-KO,Cobalamin,4-HPA,ArnRAB,single_gene_3,FadR,SoxLABCD,TCA-BCAA,UV-related,DARC,Replication,translation-related,Quinolinate,aromatic-degradation,Ammonium-Uptake,carotenoid,single_gene_4,Thiamin,unchar-3,single_gene_5,Gly-Ser-Thr
SACI_RS00210,-0.02823733,0.009914971,0.011058611,-0.013075777,0.010226246,-0.004243876,-0.016636087,-0.008188986,-0.00078543,-0.041209671,0.012845886,-0.00274554,-0.00471711,0.005314224,0.008765156,0.004896088,0.016714384,0.003683623,0.006392814,0.037819862,-0.005049677,-0.00792652,-0.014857756,-0.0067663,0.013944832,-0.004436596,-0.000119211,-0.002576,0.017741378,0.017624556,-0.002350287,-0.011001901,-0.006646068,0.002825732,-0.010838238,-0.006747516,0.005088439,0.005493339,0.021428391,-0.000525622,-0.011349502,-0.010036057,0.013939546,-0.00412698,0.008298035
SACI_RS00215,0.007552066,0.001918359,-0.001461016,-0.003616079,-0.021833233,-0.001447032,-0.002285385,0.008580025,-0.01400449,0.006778623,-0.006955897,0.006110509,-0.002357628,0.014396204,0.000954193,-0.002785388,0.009453753,-0.001799193,-0.005596744,0.003428182,-0.010839046,-0.0104126,-0.00156805,-0.002966146,0.000147759,-0.009751457,0.000609378,-0.005739011,0.009992047,-0.001557047,-0.003993969,-0.013362817,-0.001229821,-0.00837457,0.000244986,-0.001603078,0.011330689,0.001069628,-0.00032237,0.001763706,0.014120751,-0.015423398,0.004634681,0.010585303,0.008416928
SACI_RS00220,0.009132401,-0.008582988,-0.004899492,0.004601785,-0.007882252,-0.012334702,-0.006848585,0.011002685,-0.014300076,0.004204275,-0.026132101,0.033259896,-0.019057587,-0.013269136,0.003857198,0.008909769,0.013446478,0.007725512,-0.002933108,0.009639511,0.00324087,-0.020543808,-0.007885146,-0.01475765,-0.006489253,-0.002052837,0.011048535,-0.011861768,0.001355633,0.014067444,0.019307318,-0.012362242,-0.014245492,-0.013419514,-0.005542391,-0.021605145,0.002845558,-0.007018502,0.005795158,-0.002533198,-0.015815519,-0.018319783,-0.017725436,0.004006571,-0.014620436
SACI_RS00225,0.009258886,-0.01148598,0.008921398,-0.007003653,0.010402052,0.002011117,0.009728075,-0.00404805,-0.022954489,-0.009639211,0.002246204,0.038748207,0.008309175,-0.024598698,-0.005943125,-0.009090751,-0.005748022,0.051949794,0.047090163,-0.006124009,-0.035538126,0.029200718,0.014512045,-0.005373778,0.009626429,0.005495585,-0.027447525,0.02579872,-0.007110283,-0.004377582,0.00660678,0.004870508,0.014286012,-0.017743958,0.005980421,0.002748713,-0.005628167,-0.005807354,0.004338254,-0.031246616,0.023912142,0.012254198,-0.001817137,-0.01542643,-0.028430362
SACI_RS00230,0.004290302,0.012151139,0.018520736,-0.013588181,0.019827822,0.000544978,0.003117989,-0.000515477,-0.000991936,-0.003424281,0.004873762,0.010164079,-0.00715112,-0.016920838,-0.001593701,0.018720453,0.019258655,0.039410397,0.00659127,-0.006236312,-0.013154583,0.112317647,0.004373461,-0.002071218,0.0010116,-0.000979343,-0.00405749,0.013298862,-0.000922827,0.002693318,-0.002200048,0.029468245,0.030796478,-0.000835442,0.004359412,-0.022418018,-0.019403329,0.000322387,-0.00030304,0.013347859,0.004394306,0.012046019,0.009025688,0.010813306,0.001865587
SACI_RS00235,0.005999047,0.005653608,0.007353656,-0.01556734,0.017750562,0.00245033,0.009120318,-0.001070469,-0.004829213,-0.008447018,0.003820654,0.000543921,-0.015562156,-0.018005597,0.004707714,0.019315071,0.004979804,0.010523101,0.011777946,-0.007178142,-0.013563904,0.117690715,0.004018336,-0.002820228,0.002463217,-0.003837915,-0.006751012,0.019436891,0.004604218,0.007864836,-0.015236883,0.015801172,0.016222507,0.004373624,0.005898094,-0.005316519,-0.013565168,-0.009205173,0.002061955,0.006645445,-0.001228013,-0.000509323,-0.002174706,0.003099081,-0.008496645
SACI_RS00240,0.002605267,0.005901383,0.011355636,-0.011719829,0.001708326,-0.000542348,0.017430799,0.005350157,0.002266798,-0.010245557,-0.009835021,0.003392716,-0.014319297,-0.010430158,0.007283137,0.011195642,0.003878842,0.019875044,0.015209744,-0.001711449,-0.00707324,0.027471291,0.006651676,0.001033457,-0.000765498,0.004195064,-0.005901294,0.006130299,-0.007263829,0.001634219,-0.010546157,0.003660479,0.018422074,0.0061294,0.007839034,-0.006791906,-0.010992389,-0.012256325,-0.004675485,-0.004507401,0.002035046,-0.001892963,-0.006060754,-0.005027776,-0.006212458
SACI_RS00245,-0.007300094,-0.001037644,0.010017578,-0.008982426,0.012605399,-0.00552832,-0.009821458,0.026007281,-0.023306451,-0.000569055,-0.023405718,0.006313559,0.006796203,0.01962088,-0.014671974,-0.005309655,0.014927985,-0.002619759,0.000424243,0.003940638,0.001249656,-0.007752819,-0.007168182,3.92E-05,0.002017162,0.001326155,-0.006854939,-0.017805702,0.003408173,-0.007503372,-0.024561155,-0.030145827,0.017907753,-0.020997425,0.013320912,-0.007102102,-0.016062532,-0.004287357,-0.03676882,0.009323104,0.009013517,0.005562577,-0.006940974,-0.016927489,-0.029317235
SACI_RS00250,0.009582407,-0.010611408,-0.011731235,0.004982527,-0.004319295,0.003120315,0.006617829,0.02981587,0.0084732,0.006670447,-0.029366147,-0.011271201,-0.002125648,-0.004998674,-0.003383291,-0.03224537,-0.00285498,0.010469527,-0.010837269,-0.008527342,-0.002701539,-0.012841791,-0.00435071,-0.016794782,0.005275025,0.001148717,-0.004442865,-0.007478765,-0.005417762,-0.010673972,0.041656485,0.007860189,0.03864655,-0.011620118,-0.00882399,-0.007422776,0.01382981,0.000471868,-0.00606252,0.008737634,-0.003369136,0.008588266,0.022241745,-0.006054125,0.004582259
SACI_RS00255,0.001524168,-0.001464025,-0.006262465,-0.012703449,-0.001613764,0.002888798,0.004109565,0.014040432,-0.005339287,-0.008865229,-0.002806397,0.001106007,0.016368536,-0.001097756,0.006501622,-0.007194211,0.006156318,0.00347202,-0.003938481,-0.000798342,-0.002320582,-0.00227233,0.001992409,0.007750266,0.006211035,-0.005152055,-0.006182026,0.003969977,0.004781899,-0.003403049,-0.009229677,-0.002033398,0.004487563,-0.009218209,-0.010156343,-0.007240663,0.014671009,0.000960103,-0.003267543,-0.005927186,-0.007461762,-0.010754499,0.009453356,0.00636096,0.018650912
SACI_RS00260,-0.008323623,-0.014024557,0.019070441,-0.008869659,0.000995394,-0.005847685,-0.002555265,0.005308162,-0.008028397,0.012625337,-0.009056999,-0.009741342,-0.006724142,0.007627038,0.006735266,-0.005514832,0.009721851,-0.022606351,-0.005948758,-0.003119197,-0.003964438,-0.012739919,-0.026003745,-0.013611664,-0.004138776,-0.003506797,-0.007300326,-0.006274566,0.0044688,0.000619712,0.004732357,-0.022330628,0.001856929,-0.005479129,0.036131726,0.006667053,-0.026766972,-0.010433278,-0.013338707,0.01245196,0.009442975,-0.004493825,-0.016078487,-0.012287745,-0.005396067
SACI_RS00265,0.004863774,0.013939699,0.006076986,-0.011211555,-0.014650427,-0.017587568,0.004401997,0.000674363,0.001138226,-0.009486746,-0.002079059,-0.005274543,0.005721807,0.006776512,0.000499049,0.005009929,-0.007594255,0.001293777,-0.003847574,0.021191162,0.001478794,-0.004158889,0.014403619,-0.005071853,-0.003230796,0.002917478,0.001490766,-0.002750961,-0.007360275,-0.004782145,-0.000982883,0.009412763,-0.00719715,-0.003497997,-0.00933326,0.011308785,-0.007921747,-0.018444547,0.001427176,0.011847219,-0.011044912,-0.003145835,-0.005961665,-0.00947422,0.007364342
SACI_RS00270,-0.019536845,0.006118636,0.005170108,-0.021381298,0.004940233,-0.014364622,0.010681129,-0.002090591,-0.001254879,-0.012372366,0.021986467,-0.019287003,-0.016049546,0.013483446,0.009750514,-0.016290264,-0.0038202,0.003378342,-0.014429529,0.010152884,-0.014900503,-0.001130211,-0.025361731,-0.0127922,-0.010048528,0.00390103,-0.003883178,0.013288574,0.00786557,-0.008519724,-0.005466278,0.019829555,-0.03435735,-0.009572804,-0.002365807,-0.003657385,0.010871032,-0.012933519,0.008929439,-0.004435298,-0.003493114,0.009895044,-0.01335759,-0.008871514,-0.013131323
SACI_RS00275,-0.001520289,0.00617186,0.004392786,-0.020998255,-0.018130051,-0.022610669,0.005684196,0.049015563,0.009228208,0.020198572,0.00129259,-0.013648467,-0.012621829,-0.004029671,0.020508885,-0.00277767,0.022212049,0.001434446,-0.009722003,0.003231153,0.001358379,0.013274635,-0.016583351,-0.000653403,0.006475039,0.009362466,0.001972826,0.008360397,0.009217039,-0.006977663,-0.02005358,-0.023411429,-0.032696497,0.00947247,-0.008104093,0.013572696,0.006634393,-0.008423767,-0.017459161,-0.009347881,-0.002662627,-0.004157719,-0.019036606,0.000131376,0.005651959
SACI_RS00280,0.001427974,0.021771182,0.00590408,-0.001263667,0.001203821,0.005657621,-0.003970702,0.056058518,-0.015553608,0.021519888,0.024747415,0.005172601,0.001256605,0.025354139,0.004353598,-0.00244368,0.010842927,-0.024708941,-0.005890815,-0.000240094,-0.000557262,-0.010375815,0.003205527,0.004456225,-0.004625072,0.003361043,0.002905816,0.013461488,0.016482011,-0.001389318,0.000240488,-0.018311767,-0.032534952,-0.010015157,-0.013108343,0.005279996,-0.003151899,-0.024950327,-0.035605322,-0.036892246,-0.005377154,-0.006203981,-0.023675772,-0.011900615,-0.010442655
SACI_RS00290,-0.006179139,0.01253414,-0.019023876,-0.017470028,-0.011889324,-0.025469207,-0.005766186,-0.003481966,-0.011709846,-0.006156746,-0.016784029,-0.007737549,-0.025749816,-0.017365694,-0.016703596,-0.003656257,0.000625171,0.027541475,0.00670317,0.021346632,0.000333391,-0.008684591,-0.013338702,-0.007917951,0.002820312,0.004981347,-0.008517463,0.021806783,0.000925821,-0.006202153,-1.47E-06,0.013262196,-0.00041462,0.013840238,0.049280055,0.007912237,-0.010376443,-0.032279362,0.000174177,0.015538366,-0.021985796,-0.021191751,0.017475972,0.021840328,-0.007372951
SACI_RS00295,0.011269561,-0.009422637,0.001340005,0.009785271,0.031383941,-0.009983787,-0.004743017,0.005331488,-0.019603102,0.016536248,-0.004216914,-0.002118215,-0.015222825,-0.003398314,-0.007628888,-0.009568419,-0.039033019,-0.013045681,-0.008328599,0.018611667,-0.010136873,-0.025150605,0.015367281,-0.002071192,-0.000841354,0.015851395,-0.023077358,0.020252915,0.030208839,-0.010224918,-0.003881289,0.001855498,0.023826494,-0.008803749,-0.005777512,-0.04439105,-0.001666724,0.009192405,-0.000652946,0.007971077,-0.012446848,0.00189161,0.031080758,0.006186768,0.002922953
SACI_RS00305,0.002056812,-0.007008253,-0.00298661,-0.012272726,0.002914581,-0.00669181,-0.001280853,-0.00541898,-0.001005621,-0.017043474,-0.000770824,-0.021565294,0.006441539,0.002984308,0.012010219,-0.004258728,-0.005851562,-0.007064284,-0.001438928,0.003944149,-0.004304932,0.001352399,-0.005868874,-0.00340433,-0.009795286,0.00107076,0.004243679,-0.012996127,-0.004882203,0.004641656,-0.000683789,-0.001251966,0.003662892,0.00303487,-0.007787718,0.003262191,-0.005178192,-0.003791012,0.003535824,-0.009930908,-0.001640367,-0.001458616,-0.002731407,-0.017054467,-0.009812175
SACI_RS00310,-0.002511115,0.003803968,-0.006338029,-0.004075864,-0.000976731,-0.00331537,-0.006751474,0.012953337,-0.010016457,-0.01649196,0.002906985,-0.014363662,0.002418413,-0.006431013,0.006308548,0.012854873,0.002107178,0.004674199,-0.00655992,-0.002823942,-0.00964111,-0.001939993,-0.008653389,-0.003786994,-0.013678456,0.001600696,0.003053096,0.007963824,-0.0029033,0.00508577,0.003455418,0.00680041,-0.00968533,0.004285436,-0.002994399,-0.011530049,-0.001953374,-0.002113872,0.005823586,0.005052861,-0.001599687,-0.004691803,-0.015957438,0.008053134,0.003825997
SACI_RS00315,-0.000741867,-0.000897489,-0.003076043,-0.025911896,0.006296086,-0.000381225,-0.004155938,-0.013402195,0.007048351,-0.0126112,0.013703386,-0.009513807,0.007222819,-0.009683797,-0.002141633,0.001158077,0.006073195,0.008440368,-0.005282078,-0.003693683,-0.007883076,-0.010326148,-0.005147442,-0.003491781,-0.02871257,-0.008213647,-0.009837521,0.007270802,-0.015533456,-0.003174158,-0.007398445,0.005521054,0.006295063,0.008176388,-0.013556296,0.008489215,0.008679148,-0.005429221,0.009748521,0.00011292,0.001703103,-0.00506373,-0.015882571,-0.026962988,0.008530485
SACI_RS00320,-0.016724384,0.002068255,-0.011426436,-0.005194767,0.014199187,-0.00559736,0.006699144,-0.00500746,-0.006969934,0.004394189,0.00428665,-0.00553082,-0.006937092,-0.011224861,0.000118145,8.44E-05,-0.015537344,0.013953736,-0.001565764,-0.006134814,0.006873728,-0.020888707,0.002013766,0.007336087,0.001012438,0.005590778,-0.001851543,0.000430061,-0.002613434,-0.0097597,-0.003554293,0.014016953,0.003720448,-0.003602859,-0.012039252,0.003294699,-0.011037894,-0.013368713,-0.001184214,-0.002349861,0.000546299,-0.005740893,0.025975898,-0.015110892,-0.006780819
SACI_RS00325,0.006955278,-0.018427079,0.001485058,-0.01050591,0.001686732,0.000500015,-0.01962394,0.00040266,-0.011202199,0.013368308,0.005802347,0.001498509,0.004357364,-0.000816477,0.006912189,0.003488599,0.020235106,-0.004058181,-0.002243156,0.009745808,-0.00421504,-0.005767939,0.007960268,0.001588674,0.008725212,-0.01339726,-0.013505522,0.00057696,0.012741517,-0.008098957,-0.00440713,-0.008827076,0.005360247,-0.014460259,0.007138601,0.007468463,-0.00688079,0.021562426,-0.008380227,0.003309925,0.011685758,-0.008041337,-1.25E-05,0.005465661,0.003641391
SACI_RS00330,-0.006894641,0.00536894,-0.004312389,-0.01545567,0.007391041,-0.005438015,-0.011303259,0.002648924,0.00298082,-0.000233067,0.006307001,0.006710742,-0.010190006,0.021852427,-0.003315994,0.013786851,-0.009574466,-0.017550368,-0.01345367,0.004233296,0.00475874,0.009072506,0.00427601,-0.002616121,-0.000190141,-0.004271237,0.003006521,0.001003156,0.011380588,-0.000330269,0.001130715,-0.003668427,-0.021910418,-0.002685865,0.001165407,0.006456053,-0.015801796,-0.002152943,-0.005067093,2.98E-05,0.003828993,0.021891692,0.027017346,-0.001881849,0.015994528
SACI_RS00335,0.001367425,0.013112488,-0.019790192,0.002802636,0.025180461,0.005694488,0.00572381,0.011481551,0.004158142,0.004153354,-0.006124752,-0.009283398,-0.018511354,-0.015523428,-0.008131132,-0.001530781,0.011794806,0.011268465,0.003122975,-0.012572254,0.007534558,-0.047311764,0.000743098,0.013713496,0.001367936,0.008755411,0.004582864,0.007599619,-0.005968365,-0.007433318,-0.004876124,0.000835128,-0.018508815,-0.008734209,0.003499687,-0.014777396,0.012384417,-0.003423018,-0.034710397,0.003620878,0.004050345,0.003387531,-0.002069908,0.001539096,-0.007301114
SACI_RS00340,0.001252731,-0.003199563,-0.012044691,0.005110225,0.007226043,0.004896225,-0.017096305,-0.005522479,-0.00314827,0.017154476,-0.006242867,-0.010633985,-0.004612079,-0.003460987,0.014305901,0.011184034,-0.005782052,-0.000141115,-0.009906909,0.019362652,-0.000368347,-0.010804653,0.001065619,-6.37E-05,-0.005921655,0.003254138,-0.005029083,0.002101016,-0.003619238,0.003090533,0.001062208,0.001290544,0.001330559,-0.008896554,-0.012413711,-0.013427249,-0.000360372,-0.000857778,-0.007278268,-0.004957542,0.013365016,-5.05E-05,0.007051593,0.004099192,0.010107853
SACI_RS00345,0.000263186,0.015826635,0.000198391,-0.000946844,0.005559473,0.002100513,-0.014440303,-0.0138184,0.000996362,0.012398835,4.13E-06,0.007114844,0.003274327,0.012860527,0.003190142,-0.004835323,0.00648089,-0.026185565,-0.005328928,-0.001848359,-0.004181003,0.081658886,-0.011350617,-0.003410764,0.00223515,-0.003255586,-0.000511713,0.00925022,0.003321222,-0.008860324,0.001972706,0.00275635,0.026496353,-0.00691058,-0.006664069,-0.003397883,-0.012589628,-0.002113139,0.000133306,-0.001683222,-0.001900225,0.005121055,-0.006843425,0.005592831,0.007230241
SACI_RS00350,-0.003603303,0.007348489,0.006941928,0.001041739,0.005585938,0.002775996,0.002884055,0.005477711,-0.006427566,0.018041695,0.00287034,-0.001002226,0.007466407,0.008954581,0.002049991,0.007951568,-0.015459059,-0.022060005,-0.006808924,0.0138648,-0.00305221,0.04470478,-0.006084635,-0.002928928,0.004472794,-0.008374811,-0.001195185,0.006249119,-0.001259892,0.00183035,0.008999415,-0.002942656,0.010617215,0.003087548,-0.011380254,0.011168785,0.004011964,-0.008949624,-0.001569815,0.008619041,-0.018273308,-0.008168921,0.002812485,2.74E-05,-0.010777269
SACI_RS00355,-0.014535044,0.013586893,0.017471627,-0.000461525,-0.006794098,-0.000453094,0.005962949,0.003945926,-0.009306262,0.018034397,0.003404922,-0.014581753,0.027698204,-0.00553284,0.003912362,-0.008453528,-0.015818364,-0.017416805,-0.005861865,0.001845093,-0.008766847,9.16E-05,-0.004368247,-0.003348235,0.012170074,-0.009961241,0.003937048,-0.001807335,-0.011801313,-0.00588308,0.00650233,0.006728054,0.045181202,0.017339666,-0.016498217,-0.01071026,0.010849746,-0.007964373,0.002561416,-0.005263239,0.004484813,0.008624837,0.004990796,0.005405929,0.002193109
SACI_RS00360,0.006566459,0.015159793,-0.010860673,0.004321484,0.00169416,0.011409826,-0.003218741,0.008836824,-0.01087341,-0.025527433,-0.005424816,-0.005646216,0.005848958,-0.012600178,0.000919057,-0.024252659,-0.01256207,-0.012633503,-0.004575109,0.025423951,-0.001410922,-0.005975311,0.005270234,-0.002584416,0.010579446,-0.003979329,-0.01479281,-0.006515861,0.005792597,-0.0135107,-0.0101475,-0.022747372,0.016386493,0.000272358,0.001051913,-0.032562961,-0.001820264,-0.01589394,0.00701909,-0.007397423,0.018214442,0.000596183,0.013664547,0.00155662,-0.017877337
SACI_RS00365,0.002768662,0.007405875,0.009763784,-0.000686001,-0.001610505,-0.006549411,-0.013712322,-0.000341491,-0.007297586,-0.020378895,-0.014440818,-0.001401891,0.018225327,-0.016339776,0.001105301,0.028815348,-0.017371035,0.041719932,0.005740622,-0.013928728,-0.000718089,0.023890435,0.005251375,-0.006889775,0.004310938,-0.022418324,-0.010812321,-0.004221263,-0.003507107,0.005411021,-0.00409218,-0.001238754,0.012999142,0.008327515,-0.000491326,-0.008669453,-0.006228447,0.01169846,0.008875767,-0.008163471,0.021705518,0.017068369,0.002728104,-0.00768321,0.005318867
SACI_RS00370,-0.006361129,0.000928513,0.003632452,0.001950912,-0.00492518,0.005467231,0.007811992,-0.008810522,-0.002870506,-0.012406033,-0.009306841,-0.002508388,-0.000582501,-0.005029851,-0.002519392,0.024578825,0.00865015,0.040542314,-0.003721666,0.009710084,-0.008414285,0.00144515,-0.002574612,-0.006324257,-0.002838301,0.003784814,-0.001829693,-0.005522621,-0.019692014,-0.004717219,-0.007477149,-0.011524353,-0.009882443,0.004697239,-0.00471043,0.014625911,0.008126602,-0.00462119,-0.002057703,0.002224565,0.002751973,-0.001758286,0.024762413,0.001651583,0.010657927
SACI_RS00375,-0.012689244,-0.003637176,0.003185774,0.005828112,0.00306881,0.001322972,0.004381331,-0.003120945,0.000468042,-0.003704594,0.008804347,0.004584504,-0.002059335,0.0004625,0.003106742,0.013846202,0.009491806,0.04771218,-0.003461295,0.010913698,-0.005646897,0.003953738,0.004636556,0.000172599,-0.005464408,0.004957985,-0.001589759,0.000595487,-0.024705698,-0.006233536,0.000166944,-0.014044844,-0.008000429,0.001831377,-0.006132749,0.001498536,0.01567948,-0.011132008,-0.012542396,0.003928608,0.00904344,0.001698163,-0.005581078,0.003506492,0.004298376
SACI_RS00380,0.001255485,0.003336111,0.006222864,0.000643454,-0.000133444,0.00908372,0.005704372,-0.00687024,-0.011904816,-0.001214946,0.015884233,0.017231898,0.000203512,-0.002894337,0.002413315,-0.005312772,0.006192287,0.028047241,0.000352543,0.002248937,-0.015676719,0.005709919,0.005140929,-0.001131656,-0.002538284,0.004997564,-0.005780379,-0.001832571,-0.005803819,0.002631601,-0.002804805,-0.010723438,-0.008495197,-0.001483271,-0.004025587,0.037878511,0.00231489,-0.008933304,0.004356939,0.002225383,-0.006750183,0.005297129,-0.01509645,0.010980468,0.008323866
SACI_RS00385,-0.002015868,0.001497018,0.000329694,-0.006929194,-0.006706905,0.000233639,0.003564635,-0.018401144,-0.010463631,-0.007388153,0.001359802,0.008661146,-0.002835574,0.001980953,0.004084798,0.005575521,0.006730593,0.026893514,0.002005119,0.007844624,-0.014048256,0.03197586,-0.001781046,-0.006132009,0.002849905,-8.27E-05,-0.000308145,0.004152781,-0.006127449,1.76E-05,-0.013445332,-0.01215092,-0.009262599,6.09E-05,-0.011248148,0.014938212,0.004714677,-0.005912731,-0.000541832,-0.005674256,0.004479791,-0.011665247,-0.018702354,-0.005861579,0.002130004
